Из xml,Класс страницы,Тип страницы,Назначение,"URL красивый, читаемый и привлекательный",Название страницы,Код ответа,Закрыта от индекса,туров на 18.10.25,коммент
https://youtravel.me/tours/region/байкал/type-semejnye,регионы,SEO-фильтр,Типы - семейные с детьми,https://youtravel.me/tours/region/байкал/type-semejnye,Семейные туры на Байкал с детьми,200,,#N/A,
https://youtravel.me/tours/region/байкал/type-trekking,регионы,SEO-фильтр,Типы - треккинг,https://youtravel.me/tours/region/байкал/type-trekking,Походы на Байкале,200,,#N/A,
https://youtravel.me/tours/region/байкал/type-yahting,регионы,SEO-фильтр,Типы - яхтинг,https://youtravel.me/tours/region/байкал/type-yahting,Яхт туры на Байкале,200,,#N/A,
https://youtravel.me/tours/region/%D0%BA%D0%B0%D0%B2%D0%BA%D0%B0%D0%B7,регионы,регионы,Целевая страница каталога,https://youtravel.me/tours/region/кавказ,Туры на Кавказ,200,,399,
https://youtravel.me/tours/region/кавказ/days-1,регионы,SEO-фильтр,Дни - на 1 день (экскурсии),https://youtravel.me/tours/region/кавказ/days-1,Экскурсии на Кавказе на 1 день,200,,#N/A,
https://youtravel.me/tours/region/кавказ/days-3,регионы,SEO-фильтр,Дни - на 3 дня,https://youtravel.me/tours/region/кавказ/days-3,Туры на Кавказ на 3 дня,200,,#N/A,
https://youtravel.me/tours/region/кавказ/days-5,регионы,SEO-фильтр,Дни - на 5 дней,https://youtravel.me/tours/region/кавказ/days-5,Туры на Кавказ на 5 дней,200,,#N/A,
https://youtravel.me/tours/region/кавказ/days-7,регионы,SEO-фильтр,Дни - на 7 дней,https://youtravel.me/tours/region/кавказ/days-7,Туры на Кавказ на 7 дней,200,,#N/A,
https://youtravel.me/tours/region/кавказ/holidays-new-year,регионы,SEO-фильтр,Праздники - Новый Год,https://youtravel.me/tours/region/кавказ/holidays-new-year,Туры на Кавказ на новый год 2025-2026,200,,#N/A,
https://youtravel.me/tours/region/кавказ/month-apr,регионы,SEO-фильтр,Месяцы - апрель,https://youtravel.me/tours/region/кавказ/month-apr,Туры на Кавказ в апреле,200,,#N/A,
https://youtravel.me/tours/region/кавказ/month-aug,регионы,SEO-фильтр,Месяцы - август,https://youtravel.me/tours/region/кавказ/month-aug,Туры на Кавказ в августе,200,,#N/A,
https://youtravel.me/tours/region/кавказ/month-dec,регионы,SEO-фильтр,Месяцы - декабрь,https://youtravel.me/tours/region/кавказ/month-dec,Туры на Кавказ в декабре,200,,#N/A,
https://youtravel.me/tours/region/кавказ/month-feb,регионы,SEO-фильтр,Месяцы - февраль,https://youtravel.me/tours/region/кавказ/month-feb,Туры на Кавказ в феврале,200,,#N/A,
https://youtravel.me/tours/region/кавказ/month-jan,регионы,SEO-фильтр,Месяцы - январь,https://youtravel.me/tours/region/кавказ/month-jan,Туры на Кавказ в январе,200,,#N/A,
https://youtravel.me/tours/region/кавказ/month-jul,регионы,SEO-фильтр,Месяцы - июль,https://youtravel.me/tours/region/кавказ/month-jul,Туры на Кавказ в июле,200,,#N/A,
https://youtravel.me/tours/region/кавказ/month-jun,регионы,SEO-фильтр,Месяцы - июнь,https://youtravel.me/tours/region/кавказ/month-jun,Туры на Кавказ в июне,200,,#N/A,
https://youtravel.me/tours/region/кавказ/month-mar,регионы,SEO-фильтр,Месяцы - март,https://youtravel.me/tours/region/кавказ/month-mar,Туры на Кавказ в марте,200,,#N/A,
https://youtravel.me/tours/region/кавказ/month-may,регионы,SEO-фильтр,Месяцы+праздники - май+майские,https://youtravel.me/tours/region/кавказ/month-may,Туры на Кавказ в мае,200,,#N/A,
https://youtravel.me/tours/region/кавказ/month-nov,регионы,SEO-фильтр,Месяцы - ноябрь,https://youtravel.me/tours/region/кавказ/month-nov,Туры на Кавказ в ноябре,200,,#N/A,
https://youtravel.me/tours/region/кавказ/month-oct,регионы,SEO-фильтр,Месяцы - октябрь,https://youtravel.me/tours/region/кавказ/month-oct,Туры на Кавказ в октябре,200,,#N/A,
https://youtravel.me/tours/region/кавказ/month-sep,регионы,SEO-фильтр,Месяцы - сентябрь,https://youtravel.me/tours/region/кавказ/month-sep,Туры на Кавказ в сентябре,200,,#N/A,
https://youtravel.me/tours/region/кавказ/seasons-spring,регионы,SEO-фильтр,Сезоны - весна,https://youtravel.me/tours/region/кавказ/seasons-spring,Туры на Кавказ весной,200,,#N/A,
https://youtravel.me/tours/region/кавказ/seasons-summer,регионы,SEO-фильтр,Сезоны - лето,https://youtravel.me/tours/region/кавказ/seasons-summer,Туры на Кавказ летом,200,,#N/A,
https://youtravel.me/tours/region/кавказ/type-avtobusnye,регионы,SEO-фильтр,Типы - автобусные,https://youtravel.me/tours/region/кавказ/type-avtobusnye,Автобусные туры на Кавказе,200,,#N/A,
https://youtravel.me/tours/region/кавказ/type-dzhipping,регионы,SEO-фильтр,Типы - на джипах,https://youtravel.me/tours/region/кавказ/type-dzhipping,Джип туры на Кавказ,200,,#N/A,
https://youtravel.me/tours/region/кавказ/type-expeditions,регионы,SEO-фильтр,Типы - экспедиции,https://youtravel.me/tours/region/кавказ/type-expeditions,Экспедиции на Кавказ,200,,#N/A,
https://youtravel.me/tours/region/кавказ/type-gastrotury,регионы,SEO-фильтр,Типы - гастротуры,https://youtravel.me/tours/region/кавказ/type-gastrotury,Гастрономические туры на Кавказ,200,,#N/A,
https://youtravel.me/tours/region/кавказ/type-joga,регионы,SEO-фильтр,Типы - йога и ретриты,https://youtravel.me/tours/region/кавказ/type-joga,Йога туры на Кавказ,200,,#N/A,
https://youtravel.me/tours/region/кавказ/type-konnye,регионы,SEO-фильтр,Типы - конные,https://youtravel.me/tours/region/кавказ/type-konnye,Конные туры на Кавказ,200,,#N/A,
https://youtravel.me/tours/region/кавказ/type-rafting,регионы,SEO-фильтр,Типы - рафтинг,https://youtravel.me/tours/region/кавказ/type-rafting,Сплавы по рекам Кавказа,200,,#N/A,
https://youtravel.me/tours/region/кавказ/type-semejnye,регионы,SEO-фильтр,Типы - семейные с детьми,https://youtravel.me/tours/region/кавказ/type-semejnye,Семейные туры на Кавказ с детьми,200,,#N/A,
https://youtravel.me/tours/region/кавказ/type-trekking,регионы,SEO-фильтр,Типы - треккинг,https://youtravel.me/tours/region/кавказ/type-trekking,Походы на Кавказе,200,,#N/A,
https://youtravel.me/tours/region/%D0%BA%D0%B0%D0%BC%D1%87%D0%B0%D1%82%D0%BA%D0%B0,регионы,регионы,Целевая страница каталога,https://youtravel.me/tours/region/камчатка,Туры на Камчатку,200,,65,
https://youtravel.me/tours/region/камчатка/days-1,регионы,SEO-фильтр,Дни - на 1 день (экскурсии),https://youtravel.me/tours/region/камчатка/days-1,Экскурсии на Камчатке на 1 день,200,,#N/A,
https://youtravel.me/tours/region/камчатка/days-3,регионы,SEO-фильтр,Дни - на 3 дня,https://youtravel.me/tours/region/камчатка/days-3,Туры на Камчатку на 3 дня,200,,#N/A,
https://youtravel.me/tours/region/камчатка/days-5,регионы,SEO-фильтр,Дни - на 5 дней,https://youtravel.me/tours/region/камчатка/days-5,Туры на Камчатку на 5 дней,200,,#N/A,
https://youtravel.me/tours/region/камчатка/days-7,регионы,SEO-фильтр,Дни - на 7 дней,https://youtravel.me/tours/region/камчатка/days-7,Туры на Камчатку на 7 дней,200,,#N/A,
https://youtravel.me/tours/region/камчатка/holidays-new-year,регионы,SEO-фильтр,Праздники - Новый Год,https://youtravel.me/tours/region/камчатка/holidays-new-year,Туры на Камчатку на новый год 2025-2026,200,,#N/A,
https://youtravel.me/tours/region/камчатка/month-apr,регионы,SEO-фильтр,Месяцы - апрель,https://youtravel.me/tours/region/камчатка/month-apr,Туры на Камчатку в апреле,200,,#N/A,
https://youtravel.me/tours/region/камчатка/month-aug,регионы,SEO-фильтр,Месяцы - август,https://youtravel.me/tours/region/камчатка/month-aug,Туры на Камчатку в августе,200,,#N/A,
https://youtravel.me/tours/region/камчатка/month-dec,регионы,SEO-фильтр,Месяцы - декабрь,https://youtravel.me/tours/region/камчатка/month-dec,Туры на Камчатку в декабре,200,,#N/A,
https://youtravel.me/tours/region/камчатка/month-feb,регионы,SEO-фильтр,Месяцы - февраль,https://youtravel.me/tours/region/камчатка/month-feb,Туры на Камчатку в феврале,200,,#N/A,
https://youtravel.me/tours/region/камчатка/month-jan,регионы,SEO-фильтр,Месяцы - январь,https://youtravel.me/tours/region/камчатка/month-jan,Туры на Камчатку в январе,200,,#N/A,
https://youtravel.me/tours/region/камчатка/month-jul,регионы,SEO-фильтр,Месяцы - июль,https://youtravel.me/tours/region/камчатка/month-jul,Туры на Камчатку в июле,200,,#N/A,
https://youtravel.me/tours/region/камчатка/month-jun,регионы,SEO-фильтр,Месяцы - июнь,https://youtravel.me/tours/region/камчатка/month-jun,Туры на Камчатку в июне,200,,#N/A,
https://youtravel.me/tours/region/камчатка/month-mar,регионы,SEO-фильтр,Месяцы - март,https://youtravel.me/tours/region/камчатка/month-mar,Туры на Камчатку в марте,200,,#N/A,
https://youtravel.me/tours/region/камчатка/month-may,регионы,SEO-фильтр,Месяцы+праздники - май+майские,https://youtravel.me/tours/region/камчатка/month-may,Туры на Камчатку в мае,200,,#N/A,
https://youtravel.me/tours/region/камчатка/month-nov,регионы,SEO-фильтр,Месяцы - ноябрь,https://youtravel.me/tours/region/камчатка/month-nov,Туры на Камчатку в ноябре,200,,#N/A,
https://youtravel.me/tours/region/камчатка/month-oct,регионы,SEO-фильтр,Месяцы - октябрь,https://youtravel.me/tours/region/камчатка/month-oct,Туры на Камчатку в октябре,200,,#N/A,
https://youtravel.me/tours/region/камчатка/month-sep,регионы,SEO-фильтр,Месяцы - сентябрь,https://youtravel.me/tours/region/камчатка/month-sep,Туры на Камчатку в сентябре,200,,#N/A,
https://youtravel.me/tours/region/камчатка/seasons-spring,регионы,SEO-фильтр,Сезоны - весна,https://youtravel.me/tours/region/камчатка/seasons-spring,Туры на Камчатку весной,200,,#N/A,
https://youtravel.me/tours/region/камчатка/seasons-summer,регионы,SEO-фильтр,Сезоны - лето,https://youtravel.me/tours/region/камчатка/seasons-summer,Туры на Камчатку летом,200,,#N/A,
https://youtravel.me/tours/region/камчатка/seasons-winter,регионы,SEO-фильтр,Сезоны - зима,https://youtravel.me/tours/region/камчатка/seasons-winter,Туры на Камчатку зимой,200,,#N/A,
https://youtravel.me/tours/region/камчатка/type-dzhipping,регионы,SEO-фильтр,Типы - на джипах,https://youtravel.me/tours/region/камчатка/type-dzhipping,Джип туры на Камчатку,200,,#N/A,
https://youtravel.me/tours/region/камчатка/type-expeditions,регионы,SEO-фильтр,Типы - экспедиции,https://youtravel.me/tours/region/камчатка/type-expeditions,Экспедиции на Камчатку,200,,#N/A,
https://youtravel.me/tours/region/камчатка/type-gastrotury,регионы,SEO-фильтр,Типы - гастротуры,https://youtravel.me/tours/region/камчатка/type-gastrotury,Гастрономические туры на Камчатку,200,,#N/A,
https://youtravel.me/tours/region/камчатка/type-gornolyzhnye,регионы,SEO-фильтр,Типы - горнолыжные,https://youtravel.me/tours/region/камчатка/type-gornolyzhnye,Горнолыжные туры на Камчатку,200,,#N/A,
https://youtravel.me/tours/region/камчатка/type-konnye,регионы,SEO-фильтр,Типы - конные,https://youtravel.me/tours/region/камчатка/type-konnye,Конные туры на Камчатку,200,,#N/A,
https://youtravel.me/tours/region/камчатка/type-rafting,регионы,SEO-фильтр,Типы - рафтинг,https://youtravel.me/tours/region/камчатка/type-rafting,Сплавы по рекам Камчатки,200,,#N/A,
https://youtravel.me/tours/region/камчатка/type-rybalka,регионы,SEO-фильтр,Типы - рыбалка,https://youtravel.me/tours/region/камчатка/type-rybalka,Рыболовные туры на Камчатку,200,,#N/A,
https://youtravel.me/tours/region/камчатка/type-semejnye,регионы,SEO-фильтр,Типы - семейные с детьми,https://youtravel.me/tours/region/камчатка/type-semejnye,Семейные туры на Камчатку с детьми,200,,#N/A,
https://youtravel.me/tours/region/камчатка/type-surfing,регионы,SEO-фильтр,Типы - серфинг,https://youtravel.me/tours/region/камчатка/type-surfing,Серфинг туры на Камчатке,200,,#N/A,
https://youtravel.me/tours/region/камчатка/type-trekking,регионы,SEO-фильтр,Типы - треккинг,https://youtravel.me/tours/region/камчатка/type-trekking,Походы на Камчатке,200,,#N/A,
https://youtravel.me/tours/region/камчатка/type-yahting,регионы,SEO-фильтр,Типы - яхтинг,https://youtravel.me/tours/region/камчатка/type-yahting,Яхт туры на Камчатке,200,,#N/A,
https://youtravel.me/tours/region/%D0%BA%D0%B0%D0%BF%D0%BF%D0%B0%D0%B4%D0%BE%D0%BA%D0%B8%D1%8F,регионы,регионы,Целевая страница каталога,https://youtravel.me/tours/region/каппадокия,Туры в Каппадокию,200,,49,
https://youtravel.me/tours/region/каппадокия/month-apr,регионы,SEO-фильтр,Месяцы - апрель,https://youtravel.me/tours/region/каппадокия/month-apr,Туры в Каппадокию в апреле,200,,#N/A,
https://youtravel.me/tours/region/каппадокия/month-aug,регионы,SEO-фильтр,Месяцы - август,https://youtravel.me/tours/region/каппадокия/month-aug,Туры в Каппадокию в августе,200,,#N/A,
https://youtravel.me/tours/region/каппадокия/month-dec,регионы,SEO-фильтр,Месяцы - декабрь,https://youtravel.me/tours/region/каппадокия/month-dec,Туры в Каппадокию в декабре,200,,#N/A,
https://youtravel.me/tours/region/каппадокия/month-feb,регионы,SEO-фильтр,Месяцы - февраль,https://youtravel.me/tours/region/каппадокия/month-feb,Туры в Каппадокию в феврале,200,,#N/A,
https://youtravel.me/tours/region/каппадокия/month-jan,регионы,SEO-фильтр,Месяцы - январь,https://youtravel.me/tours/region/каппадокия/month-jan,Туры в Каппадокию в январе,200,,#N/A,
https://youtravel.me/tours/region/каппадокия/month-jul,регионы,SEO-фильтр,Месяцы - июль,https://youtravel.me/tours/region/каппадокия/month-jul,Туры в Каппадокию в июле,200,,#N/A,
https://youtravel.me/tours/region/каппадокия/month-jun,регионы,SEO-фильтр,Месяцы - июнь,https://youtravel.me/tours/region/каппадокия/month-jun,Туры в Каппадокию в июне,200,,#N/A,
https://youtravel.me/tours/region/каппадокия/month-mar,регионы,SEO-фильтр,Месяцы - март,https://youtravel.me/tours/region/каппадокия/month-mar,Туры в Каппадокию в марте,200,,#N/A,
https://youtravel.me/tours/region/каппадокия/month-may,регионы,SEO-фильтр,Месяцы+праздники - май+майские,https://youtravel.me/tours/region/каппадокия/month-may,Туры в Каппадокию в мае,200,,#N/A,
https://youtravel.me/tours/region/каппадокия/month-nov,регионы,SEO-фильтр,Месяцы - ноябрь,https://youtravel.me/tours/region/каппадокия/month-nov,Туры в Каппадокию в ноябре,200,,#N/A,
https://youtravel.me/tours/region/каппадокия/month-oct,регионы,SEO-фильтр,Месяцы - октябрь,https://youtravel.me/tours/region/каппадокия/month-oct,Туры в Каппадокию в октябре,200,,#N/A,
https://youtravel.me/tours/region/каппадокия/month-sep,регионы,SEO-фильтр,Месяцы - сентябрь,https://youtravel.me/tours/region/каппадокия/month-sep,Туры в Каппадокию в сентябре,200,,#N/A,
https://youtravel.me/tours/region/%D0%BA%D0%B0%D1%80%D0%B5%D0%BB%D0%B8%D1%8F,регионы,регионы,Целевая страница каталога,https://youtravel.me/tours/region/карелия,Туры в Карелию,200,,79,
https://youtravel.me/tours/region/карелия/days-1,регионы,SEO-фильтр,Дни - на 1 день (экскурсии),https://youtravel.me/tours/region/карелия/days-1,Экскурсии в Карелии на 1 день,200,,#N/A,
https://youtravel.me/tours/region/карелия/days-3,регионы,SEO-фильтр,Дни - на 3 дня,https://youtravel.me/tours/region/карелия/days-3,Туры в Карелию на 3 дня,200,,#N/A,
https://youtravel.me/tours/region/карелия/days-5,регионы,SEO-фильтр,Дни - на 5 дней,https://youtravel.me/tours/region/карелия/days-5,Туры в Карелию на 5 дней,200,,#N/A,
https://youtravel.me/tours/region/карелия/days-7,регионы,SEO-фильтр,Дни - на 7 дней,https://youtravel.me/tours/region/карелия/days-7,Туры в Карелию на 7 дней,200,,#N/A,
https://youtravel.me/tours/region/карелия/from-spb,регионы,SEO-фильтр,Из города - СПБ,https://youtravel.me/tours/region/карелия/from-spb,Туры в Карелию из Санкт-Петербурга,200,,#N/A,
https://youtravel.me/tours/region/карелия/holidays-new-year,регионы,SEO-фильтр,Праздники - Новый Год,https://youtravel.me/tours/region/карелия/holidays-new-year,Туры в Карелию на новый год 2025-2026,200,,#N/A,
https://youtravel.me/tours/region/карелия/month-apr,регионы,SEO-фильтр,Месяцы - апрель,https://youtravel.me/tours/region/карелия/month-apr,Туры в Карелию в апреле,200,,#N/A,
https://youtravel.me/tours/region/карелия/month-aug,регионы,SEO-фильтр,Месяцы - август,https://youtravel.me/tours/region/карелия/month-aug,Туры в Карелию в августе,200,,#N/A,
https://youtravel.me/tours/region/карелия/month-dec,регионы,SEO-фильтр,Месяцы - декабрь,https://youtravel.me/tours/region/карелия/month-dec,Туры в Карелию в декабре,200,,#N/A,
https://youtravel.me/tours/region/карелия/month-feb,регионы,SEO-фильтр,Месяцы - февраль,https://youtravel.me/tours/region/карелия/month-feb,Туры в Карелию в феврале,200,,#N/A,
https://youtravel.me/tours/region/карелия/month-jan,регионы,SEO-фильтр,Месяцы - январь,https://youtravel.me/tours/region/карелия/month-jan,Туры в Карелию в январе,200,,#N/A,
https://youtravel.me/tours/region/карелия/month-jul,регионы,SEO-фильтр,Месяцы - июль,https://youtravel.me/tours/region/карелия/month-jul,Туры в Карелию в июле,200,,#N/A,
https://youtravel.me/tours/region/карелия/month-jun,регионы,SEO-фильтр,Месяцы - июнь,https://youtravel.me/tours/region/карелия/month-jun,Туры в Карелию в июне,200,,#N/A,
https://youtravel.me/tours/region/карелия/month-mar,регионы,SEO-фильтр,Месяцы - март,https://youtravel.me/tours/region/карелия/month-mar,Туры в Карелию в марте,200,,#N/A,
https://youtravel.me/tours/region/карелия/month-may,регионы,SEO-фильтр,Месяцы+праздники - май+майские,https://youtravel.me/tours/region/карелия/month-may,Туры в Карелию в мае,200,,#N/A,
https://youtravel.me/tours/region/карелия/month-nov,регионы,SEO-фильтр,Месяцы - ноябрь,https://youtravel.me/tours/region/карелия/month-nov,Туры в Карелию в ноябре,200,,#N/A,
https://youtravel.me/tours/region/карелия/month-oct,регионы,SEO-фильтр,Месяцы - октябрь,https://youtravel.me/tours/region/карелия/month-oct,Туры в Карелию в октябре,200,,#N/A,
https://youtravel.me/tours/region/карелия/month-sep,регионы,SEO-фильтр,Месяцы - сентябрь,https://youtravel.me/tours/region/карелия/month-sep,Туры в Карелию в сентябре,200,,#N/A,
https://youtravel.me/tours/region/карелия/seasons-spring,регионы,SEO-фильтр,Сезоны - весна,https://youtravel.me/tours/region/карелия/seasons-spring,Туры в Карелию весной,200,,#N/A,
https://youtravel.me/tours/region/карелия/seasons-summer,регионы,SEO-фильтр,Сезоны - лето,https://youtravel.me/tours/region/карелия/seasons-summer,Туры в Карелию летом,200,,#N/A,
https://youtravel.me/tours/region/карелия/seasons-winter,регионы,SEO-фильтр,Сезоны - зима,https://youtravel.me/tours/region/карелия/seasons-winter,Туры в Карелию зимой,200,,#N/A,
https://youtravel.me/tours/region/карелия/type-dzhipping,регионы,SEO-фильтр,Типы - на джипах,https://youtravel.me/tours/region/карелия/type-dzhipping,Джип туры в Карелию,200,,#N/A,
https://youtravel.me/tours/region/карелия/type-expeditions,регионы,SEO-фильтр,Типы - экспедиции,https://youtravel.me/tours/region/карелия/type-expeditions,Экспедиции в Карелию,200,,#N/A,
https://youtravel.me/tours/region/карелия/type-gastrotury,регионы,SEO-фильтр,Типы - гастротуры,https://youtravel.me/tours/region/карелия/type-gastrotury,Гастрономические туры в Карелию,200,,#N/A,
https://youtravel.me/tours/region/карелия/type-rafting,регионы,SEO-фильтр,Типы - рафтинг,https://youtravel.me/tours/region/карелия/type-rafting,Сплавы по рекам Карелии,200,,#N/A,
https://youtravel.me/tours/region/карелия/type-rybalka,регионы,SEO-фильтр,Типы - рыбалка,https://youtravel.me/tours/region/карелия/type-rybalka,Рыболовные туры в Карелию,200,,#N/A,
https://youtravel.me/tours/region/карелия/type-semejnye,регионы,SEO-фильтр,Типы - семейные с детьми,https://youtravel.me/tours/region/карелия/type-semejnye,Семейные туры в Карелию с детьми,200,,#N/A,
https://youtravel.me/tours/region/карелия/type-trekking,регионы,SEO-фильтр,Типы - треккинг,https://youtravel.me/tours/region/карелия/type-trekking,Походы в Карелии,200,,#N/A,
https://youtravel.me/tours/region/карелия/type-yahting,регионы,SEO-фильтр,Типы - яхтинг,https://youtravel.me/tours/region/карелия/type-yahting,Яхт туры в Карелии,200,,#N/A,
https://youtravel.me/tours/region/%D0%BA%D0%BE%D1%81%D1%82%D0%B0-%D0%B1%D0%BB%D0%B0%D0%BD%D0%BA%D0%B0,регионы,регионы,Целевая страница каталога,https://youtravel.me/tours/region/коста-бланка,Туры в Коста-Бланку,200,,#N/A,
https://youtravel.me/tours/region/%D0%BA%D1%80%D0%B0%D1%81%D0%BD%D0%BE%D0%B4%D0%B0%D1%80%D1%81%D0%BA%D0%B8%D0%B9_%D0%BA%D1%80%D0%B0%D0%B9,регионы,регионы,Целевая страница каталога,https://youtravel.me/tours/region/краснодарский_край,Туры в Краснодарский край,200,,99,
https://youtravel.me/tours/region/краснодарский_край/days-1,регионы,SEO-фильтр,Дни - на 1 день (экскурсии),https://youtravel.me/tours/region/краснодарский_край/days-1,Экскурсии в Краснодарском крае на 1 день,200,,#N/A,
https://youtravel.me/tours/region/краснодарский_край/days-3,регионы,SEO-фильтр,Дни - на 3 дня,https://youtravel.me/tours/region/краснодарский_край/days-3,Туры в Краснодарский край на 3 дня,200,,#N/A,
https://youtravel.me/tours/region/краснодарский_край/days-7,регионы,SEO-фильтр,Дни - на 7 дней,https://youtravel.me/tours/region/краснодарский_край/days-7,Туры в Краснодарский край на 7 дней,200,,#N/A,
https://youtravel.me/tours/region/краснодарский_край/month-apr,регионы,SEO-фильтр,Месяцы - апрель,https://youtravel.me/tours/region/краснодарский_край/month-apr,Туры в Краснодарский край в апреле,200,,#N/A,
https://youtravel.me/tours/region/краснодарский_край/month-aug,регионы,SEO-фильтр,Месяцы - август,https://youtravel.me/tours/region/краснодарский_край/month-aug,Туры в Краснодарский край в августе,200,,#N/A,
https://youtravel.me/tours/region/краснодарский_край/month-dec,регионы,SEO-фильтр,Месяцы - декабрь,https://youtravel.me/tours/region/краснодарский_край/month-dec,Туры в Краснодарский край в декабре,200,,#N/A,
https://youtravel.me/tours/region/краснодарский_край/month-feb,регионы,SEO-фильтр,Месяцы - февраль,https://youtravel.me/tours/region/краснодарский_край/month-feb,Туры в Краснодарский край в феврале,200,,#N/A,
https://youtravel.me/tours/region/краснодарский_край/month-jan,регионы,SEO-фильтр,Месяцы - январь,https://youtravel.me/tours/region/краснодарский_край/month-jan,Туры в Краснодарский край в январе,200,,#N/A,
https://youtravel.me/tours/region/краснодарский_край/month-jul,регионы,SEO-фильтр,Месяцы - июль,https://youtravel.me/tours/region/краснодарский_край/month-jul,Туры в Краснодарский край в июле,200,,#N/A,
https://youtravel.me/tours/region/краснодарский_край/month-jun,регионы,SEO-фильтр,Месяцы - июнь,https://youtravel.me/tours/region/краснодарский_край/month-jun,Туры в Краснодарский край в июне,200,,#N/A,
https://youtravel.me/tours/region/краснодарский_край/month-mar,регионы,SEO-фильтр,Месяцы - март,https://youtravel.me/tours/region/краснодарский_край/month-mar,Туры в Краснодарский край в марте,200,,#N/A,
https://youtravel.me/tours/region/краснодарский_край/month-may,регионы,SEO-фильтр,Месяцы+праздники - май+майские,https://youtravel.me/tours/region/краснодарский_край/month-may,Туры в Краснодарский край в мае,200,,#N/A,
https://youtravel.me/tours/region/краснодарский_край/month-nov,регионы,SEO-фильтр,Месяцы - ноябрь,https://youtravel.me/tours/region/краснодарский_край/month-nov,Туры в Краснодарский край в ноябре,200,,#N/A,
https://youtravel.me/tours/region/краснодарский_край/month-oct,регионы,SEO-фильтр,Месяцы - октябрь,https://youtravel.me/tours/region/краснодарский_край/month-oct,Туры в Краснодарский край в октябре,200,,#N/A,
https://youtravel.me/tours/region/краснодарский_край/month-sep,регионы,SEO-фильтр,Месяцы - сентябрь,https://youtravel.me/tours/region/краснодарский_край/month-sep,Туры в Краснодарский край в сентябре,200,,#N/A,
https://youtravel.me/tours/region/краснодарский_край/seasons-spring,регионы,SEO-фильтр,Сезоны - весна,https://youtravel.me/tours/region/краснодарский_край/seasons-spring,Туры в Краснодарский край весной,200,,#N/A,
https://youtravel.me/tours/region/краснодарский_край/seasons-summer,регионы,SEO-фильтр,Сезоны - лето,https://youtravel.me/tours/region/краснодарский_край/seasons-summer,Туры в Краснодарский край летом,200,,#N/A,
https://youtravel.me/tours/region/краснодарский_край/type-dzhipping,регионы,SEO-фильтр,Типы - на джипах,https://youtravel.me/tours/region/краснодарский_край/type-dzhipping,Джип туры в Краснодарский край,200,,#N/A,
https://youtravel.me/tours/region/краснодарский_край/type-gastrotury,регионы,SEO-фильтр,Типы - гастротуры,https://youtravel.me/tours/region/краснодарский_край/type-gastrotury,Гастрономические туры в Краснодарский край,200,,#N/A,
https://youtravel.me/tours/region/краснодарский_край/type-joga,регионы,SEO-фильтр,Типы - йога и ретриты,https://youtravel.me/tours/region/краснодарский_край/type-joga,Йога туры в Краснодарский край,200,,#N/A,
https://youtravel.me/tours/region/краснодарский_край/type-konnye,регионы,SEO-фильтр,Типы - конные,https://youtravel.me/tours/region/краснодарский_край/type-konnye,Конные туры в Краснодарский край,200,,#N/A,
https://youtravel.me/tours/region/краснодарский_край/type-more,регионы,SEO-фильтр,Типы - на море,https://youtravel.me/tours/region/краснодарский_край/type-more,Туры в Краснодарский край на море,200,,#N/A,
https://youtravel.me/tours/region/краснодарский_край/type-rafting,регионы,SEO-фильтр,Типы - рафтинг,https://youtravel.me/tours/region/краснодарский_край/type-rafting,Сплавы по рекам Краснодарского края,200,,#N/A,
https://youtravel.me/tours/region/краснодарский_край/type-semejnye,регионы,SEO-фильтр,Типы - семейные с детьми,https://youtravel.me/tours/region/краснодарский_край/type-semejnye,Семейные туры в Краснодарский край с детьми,200,,#N/A,
https://youtravel.me/tours/region/краснодарский_край/type-trekking,регионы,SEO-фильтр,Типы - треккинг,https://youtravel.me/tours/region/краснодарский_край/type-trekking,Походы в Краснодарском крае,200,,#N/A,
https://youtravel.me/tours/region/краснодарский_край/type-vine,регионы,SEO-фильтр,Типы - винные,https://youtravel.me/tours/region/краснодарский_край/type-vine,Винные туры в Краснодарский край,200,,#N/A,
https://youtravel.me/tours/region/%D0%BA%D1%80%D1%8B%D0%BC,регионы,регионы,Целевая страница каталога,https://youtravel.me/tours/region/крым,Туры в Крым,200,,20,
https://youtravel.me/tours/region/крым/month-apr,регионы,SEO-фильтр,Месяцы - апрель,https://youtravel.me/tours/region/крым/month-apr,Туры в Крым в апреле,200,,#N/A,
https://youtravel.me/tours/region/крым/month-aug,регионы,SEO-фильтр,Месяцы - август,https://youtravel.me/tours/region/крым/month-aug,Туры в Крым в августе,200,,#N/A,
https://youtravel.me/tours/region/крым/month-dec,регионы,SEO-фильтр,Месяцы - декабрь,https://youtravel.me/tours/region/крым/month-dec,Туры в Крым в декабре,200,,#N/A,
https://youtravel.me/tours/region/крым/month-feb,регионы,SEO-фильтр,Месяцы - февраль,https://youtravel.me/tours/region/крым/month-feb,Туры в Крым в феврале,200,,#N/A,
https://youtravel.me/tours/region/крым/month-jan,регионы,SEO-фильтр,Месяцы - январь,https://youtravel.me/tours/region/крым/month-jan,Туры в Крым в январе,200,,#N/A,
https://youtravel.me/tours/region/крым/month-jul,регионы,SEO-фильтр,Месяцы - июль,https://youtravel.me/tours/region/крым/month-jul,Туры в Крым в июле,200,,#N/A,
